aah|00867440
dredge|01264337,01247256,01247080
dredge_up|01027794
drench|02777522,01171869,00499244,00216642
dress|00046251,00047662,01268833,00044528,00043414,00543889,02040495,01683328,01469172,01366887,01323662,01265377,00512717,00082467,00045370,00038562
dress_down|00826456,00045077
dress_out|00543889
dress_ship|01683234
dress_up|00043880,00294290,01674210,00051478,00044528
dribble|02074802,01614420,01411414,00102728
drift|01906776,01929647,01885173,02668899,02623391,01907211,01878868,01579610,00573579,00572467
drift_apart|01827992
drift_away|01827992
drift_off|00017275
drill|01445640,00605376,00607488,00607730,00605489
drill_in|00607866
drink|01172332,01173463,01177764,00739010,01174572
drink_down|01204994
drink_in|00739010
drink_up|01178234
drip|02075070,01614420
drip-dry|00219742
drive|01934845,01934070,02060895,01519166,02511007,01508789,01649842,01514891,01512216,02412046,01028984,02748107,02413411,02061580,01943412,01934453,01410558,01410376,01313624,01184038,01145082,01144916
drive_around|02061973,02424366
drive_away|02006752
drive_back|01133623
drive_home|02363326,01016371
drive_in|01116045,01984314,01355699
drive_off|02006752
drive_out|02006752,02060390,00577305
drive_up|01854102
drivel|00102728
drizzle|02763433,01378747
drone|02192888,00946820
drone_on|00946820
drool|01831367,00102728
drool_over|01831687
droop|01989538,02723576,00470550
drop|01981715,01980855,00433636,01989937,02409062,00943477,00363763,01492094,01260866,01102419,02271905,00394236,02723347,02471362,01614420,01516062,01203299,00617306,00616690,00549696,00148161,00092045,00057478
drop-kick|01374691,01373508
drop_a_line|01009072
drop_anchor|01307376
drop_away|00204753
drop_back|01837450,02062680
drop_behind|02062680
drop_by|02494290
drop_by_the_wayside|01085437
drop_dead|00359085
drop_down|01989937
drop_in|02494290
drop_like_flies|00030846
drop_off|00152707,00017275,01492094,01116231,00204753
drop_one's_serve|01159172
drop_open|01986267
drop_out|01085437,02388316,02388080
drop_the_ball|02572142
dropforge|01679562
dropkick|01374691,01373508
drown|01341976,00473463,00361154,00479991,02761786,02110088
drown_out|02176978
drowse|00015296,00016373
drowse_off|00017275
drub|01415566
drudge|02424873
drug|00084491,01203078
drum|02179274,01736413,00607178
drum_out|02406951
drum_up|01388297
dry|00218901,00219829
dry-dock|01308599
dry-nurse|01189377
dry-rot|00211427
dry-wall|01658764
dry_clean|01537905
dry_out|00219829,02777714,00218901
dry_up|00211534,00243091
drydock|01308599
dub|01030649,00962594,02404327
duck|01869189,01971799,01980234,00811316
duel|01124374
dulcify|02199916
dulcorate|02199916
dull|01248885,00392673,02195757,02119756,01249008,00539279,00392374
dumbfound|00624056
dummy|01626693
dummy_up|01626693,01042933
dump|02229986,02229727,02355874,01981559,01981094,01415000
dun|01806967,00846823,00529195,00312947
dung|00503704,00074206
dunk|01579924,01600583,01194845
dupe|00856586
duplex|00587234
duplicate|01738383,02665436,01739189,00247103
dusk|00313357
dust|01246915,01254780,01615564,01378910
dwarf|02702148,02458045
dwell|00706015,02659476,02655932,02761648,00961399
dwell_on|02646310
dwindle|00268567
dwindle_away|00268567
dwindle_down|00268567
dye|00283850
dyke|01590739
dynamise|00552917,00552795
dynamite|00308201
dynamize|00552917,00552795
e-mail|01034323
eagle|01601558,01115559
earmark|00726112
earn|02294200,02295101
earth|02151420,01295330
earth_up|01480518
ease|01838155,00082061,00519475,01819152
ease_off|00156293,00156084
ease_up|01852407,00156293,00156084
eat|01170802,01168667,01182162,01770125,01159815,00275082
eat_at|00276052
eat_away|00275523,00275432
eat_in|01169871
eat_into|01777746
eat_on|01770125
eat_out|01169974
eat_up|01199335,01159815,01585330
eavesdrop|02194160
ebb|01907928,01130064,00571984
ebb_away|01907928
ebb_down|01907928
ebb_off|01907928
ebb_out|01907928
ebonise|00287093
ebonize|00287093
echo|00959711,02188233,02681269
eclipse|02750155,02162770
economise|02362227,02273988
economize|02273988,02362227
eddy|02051599
edge|02076429,02366599,01469607,01249407
edge_in|02021789
edge_up|02021789
edify|00993417
edit|00200761,00970070,00202086,00201227
edit_out|00202086
editorialise|01029933
editorialize|01029933
educate|02392628,00604693,02393545
educe|01634074,00252501
edulcorate|02199916
eff|01429048
efface|00312120,01804771,01551500
effect|01646466,02566682
effectuate|01646466
effeminise|00567399
effeminize|00567399
effervesce|00520443
effloresce|00295284,00444625,00256158
effuse|02073716,00547160,00292048
egest|00072742
egg|01510900,01264055
egg_on|01233274
egotrip|02377252
egress|00530070
ejaculate|00983976,00054724
eject|01471205,00104622,02081246,01378302
eke_out|02347576,02622289,02244779,02244628
elaborate|00957633,01628380,00401789,00252349
elapse|02076777
elate|01815703
elbow|01877935,01242058
elect|02405902,00678783
electioneer|02419603
electrify|01834740,00507121,00506883
electrocute|02490724,02490546
electroplate|01398436
elegise|01707185
elegize|01707185
elevate|02402779,01978076,00545629
elicit|01763170,01634074,00730788
elide|00617112
eliminate|00472642,02635337,00471632,00687320,00072742,01105250,00576638
elocute|00771225
elongate|00319617
elope|02078114
elucidate|00941888,00622730
elude|02078305,02729107,00811316
elute|01273027
emaciate|00390077,00389909
email|01034323
emanate|00547272,00004605
emancipate|02503049,02502147
emasculate|00543033,00060604
embalm|02231763
embank|02717250
embargo|02499525,02458189
embark|01983476,00348906,02378427
embark_on|01654152
embarrass|01796126,02563025
embattle|02371744,01762024
embed|01531609,01091834
embellish|00958437,02754802,01679858,00293903
embezzle|02297496
embitter|01777456
emblazon|01700543,01688075
embody|02704285,02703567,02746227
embolden|01821905
emboss|01534053
embower|01392864
embrace|02635874,01427110,00603217
embrangle|00403738
embrittle|00506701
embrocate|00085379
embroider|01671502,00958437
embroil|02683607
embrown|00312762,00286465
emcee|02598553
emend|00208319
emerge|00424924,00530070,00427534,01994708,02631097
emigrate|00417060
emit|00105087,02773266,00985856
emote|01776727
empale|01446945
empanel|02478126,00627600
empathise|00595453
empathize|00595453
emphasise|01016618,01015376
emphasize|01015376,01016618
emplace|01499482,01499269
emplane|02022117
employ|01161188,02414542
empower|02479404,02479662
empty|00450647,00449635,02080923,01490942,00073096
empurple|00285848
emulate|02681512,02681081,01124831
emulsify|00501915,00501719
enable|00513958
enact|02432763,01726324
enamel|01685618
enamor|01810472
enamour|01810472
encamp|02660091
encapsulate|01590905,00245302
encase|01488938
enchain|01291064
enchant|01821281,01810472,00779033
encipher|00996121
encircle|01525496,01305514
enclose|01583316,02716988,01589983,00187671
enclothe|00047662
encode|00995937
encompass|02635874
encore|00756358
encounter|02026953,02253273,02736201,02745355,01081873
encourage|02560630,01822202,00773386
encrimson|00536141
encroach|01997384,02575705
encroach_upon|02023568
encrust|01264192,01519987,00255965
encrypt|00996121
encumber|01303637
end|02615799,00353480,02741293,01623891
end_up|00353212
endanger|02702962,01038191
endear|01811137
endeavor|02536865
endeavour|02536865
endorse|02459338,02562643,02452658,00999839
endow|02479662,02206050
endue|02479662
endure|00670017,02713111,02624202,02113644,02710992,02710788,02653599
energise|00560179,00022679
energize|00022679,00560179
enervate|00390527,01787700
enfeeble|00390309
enfeoff|02368370
enfilade|02694499
enfold|01583316
enforce|02565990,02566249
enfranchise|02482558,02482434
engage|02380222,00601765,02414542,02406541,00888123,00220541,02381180,02244933,02213319,01513459
engender|01652566,00054345
engild|01686996
engineer|00713379,00711834
englut|01195632
engorge|01195632
engraft|01533466,01531609
engrave|01324555,01772551,01753598,01324887
engross|00602438,00601765
engulf|00602438,01584066
enhance|00230031,00230459
enjoin|00798501,00748704
enjoy|01824240,01195043,01832678,02115276,01193481
enkindle|02767330,01763170
enlace|01520294
enlarge|00154586,00241179,00157652,00957633
enlighten|00993417,00928903,00622730
enlist|01099603,02244933,01099911
enliven|01816687,00193180
enmesh|01465969
ennoble|02552573,02403605
enounce|00980581
enplane|02022117
enquire|00899241,00787624,00731363
enrage|01799899
enrapture|01821281
enrich|00171599,02323628
enrobe|01337884,00044795
enrol|02476750
enroll|02476750
ensconce|01496276
enshrine|01485588,01780304
enshroud|01585121
ensile|02288042
ensky|00862864
enslave|02502345
ensnare|02584093,01483400
ensnarl|01465969
ensue|02640346
ensure|00892111,00664507
entail|02641270,02640889,02368233
entangle|02684097,01465557
enter|02020375,01084999,02476750,02728082,01002259,01724519,02386539,01424276,00348906
enter_upon|02217428
entertain|02497847,00713544,01777051
enthral|01821281
enthrall|01821281
enthrone|02391530,02396335
enthuse|01834134,00918632
entice|00784574
entitle|02452235,01031533,02403605
entomb|02461925
entrain|01983638
entrance|01810472,00020919
entrap|02584093,01483400
entreat|00761702
entrench|01533813,02575705,01533912
entrust|02354208,02361226
entwine|01675909,01520294
enucleate|00176766,00176469
enumerate|00948137,00950103
enunciate|00980581,00980401
envelop|01583316
envenom|01777456,00533509
environ|01469999
envisage|01639939
envision|01638974,01639763
envy|01831561,01831006
enwrap|01583316
epilate|00037507
epitomise|02704983
epitomize|02704983
epoxy|01335165
equal|02670846,02677976,00417926
equalise|01117829,00417926
equalize|01117829,00417926
equate|00655291,02639615,00417926
equilibrate|00136608,02678923
equilibrise|02678923
equilibrize|02678923
equip|02344409,00514258
equivocate|00837185
eradicate|00471632,01666012
erase|00480322,01551500,01001860
erect|01665137,01986880
erode|00276052,00275523
eroticize|00587318
err|00619438,01929647
eruct|00076824,00003443
erupt|00346162,00308567,02766580,00549346,00308350,01789214,00423852,00309856
escalade|01926569
escalate|00291064
escallop|01668742
escape|02078906,00812219,00812391,02729107,02605001,02079296,00531097
escape_from|02077473
eschew|00813811
escort|02029675,02029932
espouse|02351891,02494483,00603217
espy|02158742
essay|02535833,02537291
establish|02431950,01650771,00666706,00667394,01651214,01572936,01659048,00638550
esteem|00695834,00691692
esterify|00507306
estimate|00674352,00713964
estivate|00016176
estrange|02603243,01827478
etch|01754229,02203633,01753598,01324887,00449065
eternalise|00554285
eternalize|00554285
eternise|00554285
eternize|02654508,00554285
etherealize|00548786
etherialise|00548786
etherify|00507458
etherise|00021547
etherize|00021547
etiolate|00226116,00133944,00103495
etymologise|01072477,00635948
etymologize|01072477,00635948
eulogise|00882301
eulogize|00882301
euphemise|00935069
euphemize|00935069
europeanise|00410980,00410794
europeanize|00410794,00410980
evacuate|01860436,00450250,02017876,00450522,00073096
evade|00811316,02078305,02374810,00812701
evaluate|00683348,00672179
evanesce|00422644
evangelise|00829888,00387061
evangelize|00829888,00387061
evaporate|00367511,00577047,00576797,00224354
even|01309802,00417805,00417630
even_off|02678329
even_out|02678329,01309802,00417805,00417630
even_up|02678329,01991662
eventuate|02617037
evert|02093899
evict|01470956,01470687
evidence|00822637,01017253,00956454
evince|00945869
eviscerate|01257621,00451123,00197965,00166999
evoke|01763170,01650408,01634074,01633150,00932330
evolve|01742478,00251950,00546637
exacerbate|00208618,01824839
exact|01019835,00758121
exaggerate|00841513,02574914
exalt|00862284,01816291,01816687,00546016
examine|00646245,02135744,00790226,00788478,02537291
exasperate|01824839,01790725,00208618
excavate|02148002,01316583,01314038,01313320
exceed|02675266,02674870,01108050
excel|02679754
excel_at|02680258
except|00809603,00617464
excerpt|00678940
exchange|02262178,00161033,00140571,02398631,02262575,00161795
excise|01552202,02312862,00473802
excite|01776881,00504245,02120601,01766380,01766135,01765558,00560179,00560040
exclaim|00914001,00979368
exclude|00617464,02454205,02639795,00798250,01471205
excogitate|01635953,00632042
excommunicate|01032430,02407254
excoriate|00865823,01256372
excrete|00072742
excruciate|01806671,00070949
exculpate|00905999
excuse|00907805,00895399,00894956,00896259,00895742,00894688
execrate|01778347,00866574
execute|02488856,02489797,01644397,02569775,02569242,01716563,00999704
exemplify|02729608,01023137
exempt|02570061,00895399
exenterate|00176628
exercise|01168409,02574587,00100305,00099475,00607488
exert|01168409,02209346,02376902
exfiltrate|02078726,02078605
exfoliate|01583099,01516470,01265900,01262723,00232527
exhale|00004227,00004605
exhaust|00075174,01159815,02285714,00451952,00104622
exhibit|02637937,02144506,02153218,01928665
exhilarate|01816291
exhort|00860463,00767694
exhume|02462490
exile|02504961
exist|02609706,02622766
exit|02019450,01081082,00359085
exonerate|00905999
exorcise|01530665
exorcize|01530665
expand|02081395,00258155,00542243,00311168,00265272,00957633,00542026
expatiate|00957633
expatriate|02504961,00417324
expect|00721658,00757790,00721987,00594097,00059147,00058790
expectorate|00577305,00006238
expedite|02554590,02443595
expel|02507387,02406951,01111362,00104622
expend|01160888,02271905
expense|00316757
experience|02114674,00598039,02112480,01775456,00120854
experiment|02538261,02538552
expiate|02526175
expire|02690607,00359085,00004227
explain|00941308,01067478,00894956
explicate|00941308,00927844
explode|00307505,00306798,00720986,00307321,01568576,01057533,00864131,00667253,00307079,00157431
explode_a_bombshell|00727525
exploit|01165070,01166589,02414278
explore|00649877,00651134,00647924,00647592
export|02351405,02237659,01381762
expose|02116512,00935783,02144506,01342187,02142175,01038191,02117913,00854877,00616135
exposit|01003339,00957633
expostulate|00775330
expound|00957633,01003339
express|00945869,00942415,01062889,01063503,02148923,01354457,01033789
express-mail|01034902
express_emotion|01806476
express_feelings|01806476
express_joy|00031813
express_mirth|00031813
expropriate|01475272
expunge|01552202
expurgate|00201398
exsert|00027698
exsiccate|00211534
extemporise|01732719
extemporize|02594051,01732719
extend|00541315,02691775,02693758,02302909,00027698,02695935,02302703,00027261,00542026,00318689,02058913,01964155,01371528,01167895,00319127,00235827,00153949
extend_oneself|01148756
extend_to|02691488
extenuate|00907990
exteriorise|00533687
exteriorize|02088351,00533687
exterminate|01330264,01666012
externalise|00731627,00533687
